5.5794	13.1131	15.7961
-0.296	21.7453	61.3083
20.2677	11.0953	5.2022
3.0293	21.5578	52.6179
-4.2928	23.8601	83.2048
9.5866	23.1543	57.4712
3.2913	16.9253	35.1134
2.3403	25.3589	81.9633
7.4575	24.1473	80.0543
9.2135	23.7542	66.5792
16.7439	17.3394	28.0874
3.4367	23.7163	62.9591
-1.7557	24.9604	83.5563
16.447	15.2865	16.3784
-0.8964	24.8391	79.906
10.1805	14.362	11.764
8.7217	12.5357	6.3475
5.9451	24.3694	86.053
13.7841	21.299	51.6401
15.803	15.1123	14.7221
11.3188	22.5357	55.3014
2.999	23.9694	65.2937
15.7893	14.4346	11.5882
10.081	23.4168	65.5959
-3.5403	23.0976	76.5468
5.9909	17.221	29.6695
7.7235	13.8449	13.4175
17.0431	18.9622	49.0417
14.7263	19.4251	36.7669
-0.3905	25.1703	82.2379
6.2587	14.9115	20.589
1.0144	19.6775	50.3381
16.3808	16.1784	20.7428
4.6582	23.7123	61.3715
8.2923	24.0418	67.0159
12.3363	12.2648	1.3623
14.994	15.3613	15.1259
17.6796	16.379	24.8766
15.1458	17.153	23.9811
13.1052	14.9951	12.8187
8.3743	15.4357	18.496
11.4701	22.5104	70.3476
11.8043	22.2278	53.3045
13.4742	20.6178	42.7052
17.3163	17.0012	27.6424
8.1527	18.6344	31.7542
19.2459	16.6188	36.7531
4.651	24.7658	71.0562
1.3219	25.2572	80.0983
9.2142	21.0611	42.3014
0.7645	19.8791	51.7005
3.824	23.4789	60.9018
-2.7311	24.5648	82.9328
7.6091	24.3346	73.5365
11.9791	12.6237	3.0488
0.525	23.1608	65.508
10.288	23.0179	57.8008
7.2511	24.4123	70.6854
4.1787	16.5229	31.3971
8.9615	18.8582	31.8448
9.19	22.8527	82.2132
1.2003	20.9253	54.2686
10.6409	22.3769	77.4368
17.1052	15.8348	20.3226
11.7837	15.9142	17.087
6.5252	11.7231	7.9489
2.2055	18.3245	42.631
9.2208	18.6655	30.7572
21.7232	10.9892	10.5417
14.4509	12.5809	2.6313
17.8668	12.5879	6.1278
7.3263	24.0965	64.6016
10.3893	23.2689	67.9168
21.2232	12.571	16.8123
11.4347	21.7797	47.9183
-1.118	21.7036	63.4178
8.8228	20.1899	38.0798
-5.0356	23.4014	83.1828
10.9255	20.3539	38.2528
-6.7746	22.107	83.6195
15.1477	15.5142	15.9581
5.6686	20.0887	41.4829
6.2647	15.6557	23.3082
6.5958	24.6055	77.4258
-4.8356	23.185	81.3343
5.8281	24.4622	67.6037
17.4987	18.0775	37.0992
12.653	11.994	0.1016
5.7358	10.0863	3.8673
-5.9558	23.7673	88.9315
-0.252	21.3412	59.6411
0.2841	22.6067	63.4397
1.865	25.4232	84.4078
3.3495	24.1346	65.9584
15.499	18.3505	31.3669
13.5211	21.5886	55.4689
10.7026	22.8677	72.512
6.7939	23.7064	60.13
10.597	14.9519	13.791
9.895	23.4995	66.4473
18.3054	16.7943	30.2518
1.8802	25.4099	87.9427
10.5496	21.7148	46.4187
20.9057	11.8327	11.0746
7.899	23.7246	82.2379
4.8143	16.9551	31.301
10.82	22.9763	59.9158
6.8049	14.2754	16.9909
10.9631	20.9836	41.9169
11.1408	22.4961	54.1231
3.7522	14.3546	25.5165
13.5784	21.5699	59.4736
-5.9072	22.9594	84.1139
-4.6738	23.9529	85.1796
-2.0337	22.8323	70.7047
6.9643	13.1702	12.4369
11.5759	19.5053	33.8032
-0.7465	24.5681	77.2033
4.1666	13.401	21.0971
9.4676	17.5359	25.6511
6.4634	23.8274	61.1765
9.7238	22.5846	52.2443
-3.0598	23.7851	78.6398
12.1371	22.3721	58.2156
5.0901	24.8983	82.9026
12.1061	17.3279	23.2615
8.811	17.4475	25.9944
6.329	11.6715	8.2894
4.4645	16.2385	29.6887
3.1724	23.4925	61.9868
10.9762	15.8445	17.2298
7.6446	24.1243	79.0738
-2.1865	24.4144	80.0571
-1.5048	21.2906	63.0113
10.0588	23.1096	74.7148
6.7271	17.9355	31.0154
5.9179	22.0948	50.3876
20.5755	12.6788	14.1453
16.3786	12.1846	2.2825
21.0419	13.275	20.3171
6.5825	12.6058	11.2064
0.0337	19.654	53.0326
-3.9073	22.4042	74.6626
10.6181	22.5836	53.6424
10.2736	23.1473	59.7317
14.4947	19.9322	39.9695
4.8307	24.884	73.1245
14.1154	19.9471	39.0851
2.5008	22.6429	58.6441
8.2544	22.8026	87.0446
-3.3505	24.8138	87.4099
0.7854	24.5407	73.4239
10.3159	23.2062	61.149
2.3416	23.4952	63.4562
17.1801	16.4471	23.8768
14.0135	20.8316	65.5684
-3.9369	21.7546	72.251
2.5456	22.3475	57.1416
